,Site,Year,Species,Temperature,Temp_Range
0,PRWI 2,2007,Eastern Wood-Pewee,18.5,10-20
1,PRWI 2,2007,Red-eyed Vireo,18.5,10-20
2,PRWI 2,2007,American Goldfinch,18.5,10-20
3,PRWI 2,2007,Ovenbird,18.5,10-20
4,PRWI 2,2007,Eastern Tufted Titmouse,18.5,10-20
5,PRWI 2,2007,Blue-gray Gnatcatcher,18.5,10-20
6,PRWI 2,2007,Red-eyed Vireo,18.5,10-20
7,PRWI 2,2007,Eastern Towhee,18.5,10-20
8,PRWI 2,2007,Downy Woodpecker,18.5,10-20
9,PRWI 2,2007,Ovenbird,18.5,10-20
10,PRWI 2,2007,Blue-gray Gnatcatcher,18.5,10-20
11,PRWI 2,2007,Pileated Woodpecker,18.5,10-20
12,PRWI 1,2007,Ovenbird,21.20000076,20-30
13,PRWI 1,2007,Acadian Flycatcher,21.20000076,20-30
14,PRWI 1,2007,Blue Jay,21.20000076,20-30
15,PRWI 1,2007,Hooded Warbler,21.20000076,20-30
16,PRWI 1,2007,Ovenbird,21.20000076,20-30
17,PRWI 1,2007,Red-eyed Vireo,21.20000076,20-30
18,PRWI 1,2007,Eastern Wood-Pewee,21.20000076,20-30
19,PRWI 1,2007,Red-eyed Vireo,22.20000076,20-30
20,PRWI 1,2007,Acadian Flycatcher,22.20000076,20-30
21,PRWI 1,2007,Acadian Flycatcher,22.20000076,20-30
22,PRWI 1,2007,Blue-gray Gnatcatcher,22.20000076,20-30
23,PRWI 1,2007,Downy Woodpecker,22.20000076,20-30
24,PRWI 1,2007,Eastern Wood-Pewee,22.20000076,20-30
25,PRWI 1,2007,Eastern Tufted Titmouse,22.20000076,20-30
26,PRWI 1,2007,Northern Flicker,22.20000076,20-30
27,PRWI 1,2007,Ovenbird,22.20000076,20-30
28,PRWI 3,2007,Red-bellied Woodpecker,21.60000038,20-30
29,PRWI 3,2007,Unidentified Chickadee,21.60000038,20-30
30,PRWI 3,2007,Scarlet Tanager,21.60000038,20-30
31,PRWI 3,2007,Red-eyed Vireo,21.60000038,20-30
32,PRWI 3,2007,Red-eyed Vireo,21.60000038,20-30
33,PRWI 3,2007,Pileated Woodpecker,21.60000038,20-30
34,PRWI 3,2007,Ovenbird,21.60000038,20-30
35,PRWI 3,2007,Northern Parula,21.60000038,20-30
36,PRWI 3,2007,Northern Cardinal,21.60000038,20-30
37,PRWI 3,2007,Hooded Warbler,21.60000038,20-30
38,PRWI 2,2007,Pine Warbler,25.60000038,20-30
39,PRWI 2,2007,Ovenbird,25.60000038,20-30
40,PRWI 2,2007,Eastern Tufted Titmouse,25.60000038,20-30
41,PRWI 2,2007,Prothonotary Warbler,25.60000038,20-30
42,PRWI 2,2007,Prothonotary Warbler,25.60000038,20-30
43,PRWI 2,2007,Red-eyed Vireo,25.60000038,20-30
44,PRWI 2,2007,Acadian Flycatcher,25.60000038,20-30
45,PRWI 2,2007,Worm-eating Warbler,25.60000038,20-30
46,PRWI 1,2007,Gray Catbird,22.20000076,20-30
47,PRWI 1,2007,Wood Thrush,22.20000076,20-30
48,PRWI 1,2007,Wood Thrush,22.20000076,20-30
49,PRWI 1,2007,Northern Cardinal,22.20000076,20-30
50,PRWI 1,2007,Red-eyed Vireo,22.20000076,20-30
51,PRWI 1,2007,Red-bellied Woodpecker,22.20000076,20-30
52,PRWI 1,2007,Cedar Waxwing,22.20000076,20-30
53,PRWI 1,2007,Northern Cardinal,22.20000076,20-30
54,PRWI 1,2007,Eastern Wood-Pewee,22.20000076,20-30
55,PRWI 1,2007,Red-eyed Vireo,22.20000076,20-30
56,PRWI 2,2007,Ovenbird,22.29999924,20-30
57,PRWI 2,2007,Ovenbird,22.29999924,20-30
58,PRWI 2,2007,Worm-eating Warbler,22.29999924,20-30
59,PRWI 2,2007,White-breasted Nuthatch,22.29999924,20-30
60,PRWI 2,2007,Scarlet Tanager,22.29999924,20-30
61,PRWI 2,2007,Scarlet Tanager,22.29999924,20-30
62,PRWI 2,2007,Downy Woodpecker,22.29999924,20-30
63,PRWI 2,2007,American Crow,22.29999924,20-30
64,PRWI 2,2007,Eastern Wood-Pewee,22.29999924,20-30
65,PRWI 2,2007,Blue Jay,22.29999924,20-30
66,PRWI 2,2007,Brown-headed Cowbird,22.29999924,20-30
67,PRWI 1,2007,Pileated Woodpecker,21.79999924,20-30
68,PRWI 1,2007,Worm-eating Warbler,21.79999924,20-30
69,PRWI 1,2007,White-breasted Nuthatch,21.79999924,20-30
70,PRWI 1,2007,Red-bellied Woodpecker,21.79999924,20-30
71,PRWI 1,2007,Eastern Wood-Pewee,21.79999924,20-30
72,PRWI 1,2007,Ovenbird,21.79999924,20-30
73,PRWI 1,2007,Ovenbird,21.79999924,20-30
74,PRWI 1,2007,Wood Thrush,21.79999924,20-30
75,PRWI 1,2007,Red-eyed Vireo,21.79999924,20-30
76,PRWI 1,2007,Red-eyed Vireo,20.39999962,20-30
77,PRWI 1,2007,Scarlet Tanager,20.39999962,20-30
78,PRWI 1,2007,Red-eyed Vireo,20.39999962,20-30
79,PRWI 1,2007,Ovenbird,20.39999962,20-30
80,PRWI 1,2007,Eastern Wood-Pewee,20.39999962,20-30
81,PRWI 1,2007,Blue-gray Gnatcatcher,20.39999962,20-30
82,PRWI 1,2007,Blue-gray Gnatcatcher,20.39999962,20-30
83,PRWI 1,2007,Acadian Flycatcher,20.39999962,20-30
84,PRWI 1,2007,Eastern Tufted Titmouse,20.39999962,20-30
85,PRWI 5,2007,American Goldfinch,21.5,20-30
86,PRWI 5,2007,Eastern Tufted Titmouse,21.5,20-30
87,PRWI 5,2007,Hairy Woodpecker,21.5,20-30
88,PRWI 5,2007,Northern Cardinal,21.5,20-30
89,PRWI 5,2007,Mourning Dove,21.5,20-30
90,PRWI 5,2007,Ovenbird,21.5,20-30
91,PRWI 2,2007,Red-eyed Vireo,20.10000038,20-30
92,PRWI 2,2007,Ovenbird,20.10000038,20-30
93,PRWI 2,2007,Yellow-billed Cuckoo,20.10000038,20-30
94,PRWI 2,2007,Red-eyed Vireo,20.10000038,20-30
95,PRWI 2,2007,Ovenbird,20.10000038,20-30
96,PRWI 2,2007,Eastern Wood-Pewee,20.10000038,20-30
97,PRWI 2,2007,Northern Cardinal,20.10000038,20-30
98,PRWI 2,2007,Eastern Tufted Titmouse,20.10000038,20-30
99,PRWI 2,2007,Worm-eating Warbler,20.10000038,20-30
100,PRWI 2,2007,Eastern Wood-Pewee,20.10000038,20-30
101,PRWI 2,2007,Blue Jay,20.10000038,20-30
102,PRWI 2,2007,Brown-headed Cowbird,20.10000038,20-30
103,PRWI 2,2007,Brown-headed Cowbird,20.10000038,20-30
104,PRWI 2,2007,Acadian Flycatcher,20.10000038,20-30
105,PRWI 4,2007,White-breasted Nuthatch,25.60000038,20-30
106,PRWI 4,2007,Red-eyed Vireo,25.60000038,20-30
107,PRWI 4,2007,Red-eyed Vireo,25.60000038,20-30
108,PRWI 4,2007,Scarlet Tanager,25.60000038,20-30
109,PRWI 4,2007,Eastern Tufted Titmouse,25.60000038,20-30
110,PRWI 4,2007,Worm-eating Warbler,25.60000038,20-30
111,PRWI 4,2007,Acadian Flycatcher,25.60000038,20-30
112,PRWI 4,2007,American Crow,25.60000038,20-30
113,PRWI 4,2007,Brown-headed Cowbird,25.60000038,20-30
114,PRWI 4,2007,Eastern Wood-Pewee,25.60000038,20-30
115,PRWI 4,2007,Downy Woodpecker,25.60000038,20-30
116,PRWI 2,2007,Acadian Flycatcher,22.10000038,20-30
117,PRWI 2,2007,Scarlet Tanager,22.10000038,20-30
118,PRWI 2,2007,Red-eyed Vireo,22.10000038,20-30
119,PRWI 2,2007,Red-eyed Vireo,22.10000038,20-30
120,PRWI 2,2007,Ovenbird,22.10000038,20-30
121,PRWI 2,2007,Ovenbird,22.10000038,20-30
122,PRWI 2,2007,Eastern Wood-Pewee,22.10000038,20-30
123,PRWI 2,2007,Eastern Tufted Titmouse,22.10000038,20-30
124,PRWI 2,2007,Acadian Flycatcher,19.20000076,10-20
125,PRWI 2,2007,American Goldfinch,19.20000076,10-20
126,PRWI 2,2007,Red-eyed Vireo,19.20000076,10-20
127,PRWI 2,2007,Blue-gray Gnatcatcher,19.20000076,10-20
128,PRWI 2,2007,Eastern Tufted Titmouse,19.20000076,10-20
129,PRWI 2,2007,Unidentified Chickadee,19.20000076,10-20
130,PRWI 2,2007,Red-eyed Vireo,19.20000076,10-20
131,PRWI 2,2007,Ovenbird,19.20000076,10-20
132,PRWI 2,2007,Ovenbird,19.20000076,10-20
133,PRWI 2,2007,Red-bellied Woodpecker,19.20000076,10-20
134,PRWI 2,2007,Hooded Warbler,19.20000076,10-20
135,PRWI 2,2007,Brown-headed Cowbird,19.20000076,10-20
136,PRWI 2,2007,Eastern Wood-Pewee,19.20000076,10-20
137,PRWI 2,2007,Carolina Chickadee,19.20000076,10-20
138,PRWI 2,2007,Louisiana Waterthrush,19.20000076,10-20
139,PRWI 2,2007,Carolina Wren,19.20000076,10-20
140,PRWI 2,2007,Canada Goose,19.20000076,10-20
141,PRWI 3,2007,Red-eyed Vireo,22.29999924,20-30
142,PRWI 3,2007,Red-bellied Woodpecker,22.29999924,20-30
143,PRWI 3,2007,Northern Parula,22.29999924,20-30
144,PRWI 3,2007,Acadian Flycatcher,22.29999924,20-30
145,PRWI 3,2007,Blue-gray Gnatcatcher,22.29999924,20-30
146,PRWI 3,2007,Eastern Tufted Titmouse,22.29999924,20-30
147,PRWI 3,2007,Ovenbird,22.29999924,20-30
148,PRWI 3,2007,Eastern Phoebe,22.29999924,20-30
149,PRWI 3,2007,Eastern Wood-Pewee,21.60000038,20-30
150,PRWI 3,2007,Eastern Tufted Titmouse,21.60000038,20-30
151,PRWI 3,2007,Hairy Woodpecker,21.60000038,20-30
152,PRWI 3,2007,Ovenbird,21.60000038,20-30
153,PRWI 3,2007,Red-eyed Vireo,21.60000038,20-30
154,PRWI 3,2007,Acadian Flycatcher,21.60000038,20-30
155,PRWI 3,2007,Carolina Wren,20.39999962,20-30
156,PRWI 3,2007,Scarlet Tanager,20.39999962,20-30
157,PRWI 3,2007,Chipping Sparrow,20.39999962,20-30
158,PRWI 3,2007,Ovenbird,20.39999962,20-30
159,PRWI 3,2007,Red-eyed Vireo,20.39999962,20-30
160,PRWI 3,2007,American Crow,18.89999962,10-20
161,PRWI 3,2007,American Crow,18.89999962,10-20
162,PRWI 3,2007,Eastern Wood-Pewee,18.89999962,10-20
163,PRWI 3,2007,Northern Cardinal,18.89999962,10-20
164,PRWI 3,2007,Ovenbird,18.89999962,10-20
165,PRWI 3,2007,Ovenbird,18.89999962,10-20
166,PRWI 3,2007,Red-eyed Vireo,18.89999962,10-20
167,PRWI 3,2007,Unidentified Chickadee,18.89999962,10-20
168,PRWI 3,2007,White-breasted Nuthatch,18.89999962,10-20
169,PRWI 3,2007,Eastern Tufted Titmouse,20.60000038,20-30
170,PRWI 3,2007,Acadian Flycatcher,20.60000038,20-30
171,PRWI 3,2007,American Goldfinch,20.60000038,20-30
172,PRWI 3,2007,American Goldfinch,20.60000038,20-30
173,PRWI 3,2007,Wood Thrush,20.60000038,20-30
174,PRWI 3,2007,Eastern Wood-Pewee,20.60000038,20-30
175,PRWI 3,2007,Ovenbird,20.60000038,20-30
176,PRWI 3,2007,Ovenbird,20.60000038,20-30
177,PRWI 3,2007,Red-eyed Vireo,20.60000038,20-30
178,PRWI 3,2007,White-breasted Nuthatch,20.60000038,20-30
179,PRWI 3,2007,Blue-gray Gnatcatcher,20.60000038,20-30
180,PRWI 1,2007,Red-eyed Vireo,23.89999962,20-30
181,PRWI 1,2007,Worm-eating Warbler,23.89999962,20-30
182,PRWI 1,2007,Blue Jay,23.89999962,20-30
183,PRWI 1,2007,Eastern Kingbird,23.89999962,20-30
184,PRWI 1,2007,Eastern Tufted Titmouse,23.89999962,20-30
185,PRWI 1,2007,Hairy Woodpecker,23.89999962,20-30
186,PRWI 1,2007,Ovenbird,23.89999962,20-30
187,PRWI 1,2007,Ovenbird,23.89999962,20-30
188,PRWI 1,2007,Red-eyed Vireo,23.89999962,20-30
189,PRWI 2,2007,Eastern Tufted Titmouse,21.39999962,20-30
190,PRWI 2,2007,Acadian Flycatcher,21.39999962,20-30
191,PRWI 2,2007,Blue-gray Gnatcatcher,21.39999962,20-30
192,PRWI 2,2007,Blue Jay,21.39999962,20-30
193,PRWI 2,2007,Chipping Sparrow,21.39999962,20-30
194,PRWI 2,2007,Common Yellowthroat,21.39999962,20-30
195,PRWI 2,2007,Eastern Wood-Pewee,21.39999962,20-30
196,PRWI 2,2007,Blue Jay,21.39999962,20-30
197,PRWI 2,2007,Mourning Dove,21.39999962,20-30
198,PRWI 2,2007,Ovenbird,21.39999962,20-30
199,PRWI 2,2007,Ovenbird,21.39999962,20-30
200,PRWI 2,2007,Red-bellied Woodpecker,21.39999962,20-30
201,PRWI 2,2007,Red-eyed Vireo,21.39999962,20-30
202,PRWI 2,2007,Scarlet Tanager,21.39999962,20-30
203,PRWI 2,2007,Acadian Flycatcher,21.39999962,20-30
204,PRWI 2,2007,Scarlet Tanager,21.39999962,20-30
205,PRWI 2,2007,Wood Thrush,21.39999962,20-30
206,PRWI 3,2007,Ovenbird,20.79999924,20-30
207,PRWI 3,2007,Eastern Tufted Titmouse,20.79999924,20-30
208,PRWI 3,2007,Acadian Flycatcher,20.79999924,20-30
209,PRWI 3,2007,American Crow,20.79999924,20-30
210,PRWI 3,2007,Acadian Flycatcher,20.79999924,20-30
211,PRWI 3,2007,Red-eyed Vireo,20.79999924,20-30
212,PRWI 3,2007,Scarlet Tanager,20.79999924,20-30
213,PRWI 3,2007,Wood Thrush,20.79999924,20-30
214,PRWI 3,2007,Wood Thrush,20.79999924,20-30
215,PRWI 3,2007,Ovenbird,20.79999924,20-30
216,PRWI 6,2007,American Goldfinch,17.29999924,10-20
217,PRWI 6,2007,Eastern Bluebird,17.29999924,10-20
218,PRWI 6,2007,Acadian Flycatcher,17.29999924,10-20
219,PRWI 6,2007,Blue-gray Gnatcatcher,17.29999924,10-20
220,PRWI 6,2007,Carolina Chickadee,17.29999924,10-20
221,PRWI 6,2007,Chipping Sparrow,17.29999924,10-20
222,PRWI 6,2007,Eastern Wood-Pewee,17.29999924,10-20
223,PRWI 6,2007,Eastern Tufted Titmouse,17.29999924,10-20
224,PRWI 6,2007,Hairy Woodpecker,17.29999924,10-20
225,PRWI 6,2007,Ovenbird,17.29999924,10-20
226,PRWI 6,2007,Ovenbird,17.29999924,10-20
227,PRWI 6,2007,Red-eyed Vireo,17.29999924,10-20
228,PRWI 6,2007,Scarlet Tanager,17.29999924,10-20
229,PRWI 6,2007,White-breasted Nuthatch,17.29999924,10-20
230,PRWI 6,2007,Carolina Chickadee,17.29999924,10-20
231,PRWI 6,2007,Eastern Wood-Pewee,18.20000076,10-20
232,PRWI 6,2007,Ovenbird,18.20000076,10-20
233,PRWI 6,2007,Wild Turkey,18.20000076,10-20
234,PRWI 6,2007,Red-eyed Vireo,18.20000076,10-20
235,PRWI 6,2007,Ovenbird,18.20000076,10-20
236,PRWI 6,2007,Eastern Tufted Titmouse,18.20000076,10-20
237,PRWI 6,2007,Eastern Bluebird,18.20000076,10-20
238,PRWI 6,2007,American Redstart,18.20000076,10-20
239,PRWI 6,2007,Hooded Warbler,18.20000076,10-20
240,PRWI 4,2007,Great Crested Flycatcher,17.29999924,10-20
241,PRWI 4,2007,Wild Turkey,17.29999924,10-20
242,PRWI 4,2007,Worm-eating Warbler,17.29999924,10-20
243,PRWI 4,2007,Red-eyed Vireo,17.29999924,10-20
244,PRWI 4,2007,Red-eyed Vireo,17.29999924,10-20
245,PRWI 4,2007,Ovenbird,17.29999924,10-20
246,PRWI 4,2007,Northern Cardinal,17.29999924,10-20
247,PRWI 4,2007,House Wren,17.29999924,10-20
248,PRWI 4,2007,Eastern Wood-Pewee,17.29999924,10-20
249,PRWI 4,2007,Blue-gray Gnatcatcher,17.29999924,10-20
250,PRWI 4,2007,American Crow,17.29999924,10-20
251,PRWI 4,2007,Acadian Flycatcher,17.29999924,10-20
252,PRWI 4,2007,Mourning Dove,17.29999924,10-20
253,PRWI 4,2007,Red-eyed Vireo,19.10000038,10-20
254,PRWI 4,2007,Hooded Warbler,19.10000038,10-20
255,PRWI 4,2007,Eastern Tufted Titmouse,19.10000038,10-20
256,PRWI 4,2007,Downy Woodpecker,19.10000038,10-20
257,PRWI 4,2007,Blue-gray Gnatcatcher,19.10000038,10-20
258,PRWI 4,2007,Blue-gray Gnatcatcher,19.10000038,10-20
259,PRWI 4,2007,Acadian Flycatcher,19.10000038,10-20
260,PRWI 4,2007,Red-eyed Vireo,19.10000038,10-20
261,PRWI 4,2007,Eastern Tufted Titmouse,20.29999924,20-30
262,PRWI 4,2007,Wood Thrush,20.29999924,20-30
263,PRWI 4,2007,Red-eyed Vireo,20.29999924,20-30
264,PRWI 4,2007,Red-bellied Woodpecker,20.29999924,20-30
265,PRWI 4,2007,Ovenbird,20.29999924,20-30
266,PRWI 4,2007,Gray Catbird,20.29999924,20-30
267,PRWI 4,2007,Cedar Waxwing,20.29999924,20-30
268,PRWI 4,2007,Blue Jay,20.29999924,20-30
269,PRWI 4,2007,Acadian Flycatcher,20.29999924,20-30
270,PRWI 4,2007,Mourning Dove,20.29999924,20-30
271,PRWI 6,2007,Red-eyed Vireo,19.20000076,10-20
272,PRWI 6,2007,Brown-headed Cowbird,19.20000076,10-20
273,PRWI 6,2007,Eastern Tufted Titmouse,19.20000076,10-20
274,PRWI 6,2007,Gray Catbird,19.20000076,10-20
275,PRWI 6,2007,Hairy Woodpecker,19.20000076,10-20
276,PRWI 6,2007,Hooded Warbler,19.20000076,10-20
277,PRWI 6,2007,Ovenbird,19.20000076,10-20
278,PRWI 6,2007,Red-eyed Vireo,19.20000076,10-20
279,PRWI 6,2007,Scarlet Tanager,19.20000076,10-20
280,PRWI 6,2007,White-eyed Vireo,19.20000076,10-20
281,PRWI 6,2007,Blue-gray Gnatcatcher,19.20000076,10-20
282,PRWI 6,2007,Ovenbird,19.20000076,10-20
283,PRWI 4,2007,Black-and-white Warbler,17.89999962,10-20
284,PRWI 4,2007,Carolina Chickadee,17.89999962,10-20
285,PRWI 4,2007,Blue-gray Gnatcatcher,17.89999962,10-20
286,PRWI 4,2007,Red-eyed Vireo,17.89999962,10-20
287,PRWI 4,2007,Red-eyed Vireo,17.89999962,10-20
288,PRWI 4,2007,Ovenbird,17.89999962,10-20
289,PRWI 4,2007,Hooded Warbler,17.89999962,10-20
290,PRWI 4,2007,Eastern Tufted Titmouse,17.89999962,10-20
291,PRWI 4,2007,Eastern Tufted Titmouse,17.89999962,10-20
292,PRWI 4,2007,Eastern Wood-Pewee,17.89999962,10-20
293,PRWI 4,2007,Downy Woodpecker,17.89999962,10-20
294,PRWI 4,2007,Blue-gray Gnatcatcher,17.89999962,10-20
295,PRWI 6,2007,Yellow-billed Cuckoo,20.79999924,20-30
296,PRWI 6,2007,Carolina Chickadee,20.79999924,20-30
297,PRWI 6,2007,Blue-gray Gnatcatcher,20.79999924,20-30
298,PRWI 6,2007,Eastern Wood-Pewee,20.79999924,20-30
299,PRWI 6,2007,Eastern Tufted Titmouse,20.79999924,20-30
300,PRWI 6,2007,Great Crested Flycatcher,20.79999924,20-30
301,PRWI 6,2007,Louisiana Waterthrush,20.79999924,20-30
302,PRWI 6,2007,Northern Parula,20.79999924,20-30
303,PRWI 6,2007,Ovenbird,20.79999924,20-30
304,PRWI 6,2007,Red-bellied Woodpecker,20.79999924,20-30
305,PRWI 6,2007,Red-eyed Vireo,20.79999924,20-30
306,PRWI 6,2007,Yellow-throated Vireo,20.79999924,20-30
307,PRWI 6,2007,Scarlet Tanager,20.79999924,20-30
308,PRWI 6,2007,Ovenbird,20.79999924,20-30
309,PRWI 6,2007,Acadian Flycatcher,20.79999924,20-30
310,PRWI 6,2007,Hooded Warbler,16.79999924,10-20
311,PRWI 6,2007,Wild Turkey,16.79999924,10-20
312,PRWI 6,2007,Worm-eating Warbler,16.79999924,10-20
313,PRWI 6,2007,Red-eyed Vireo,16.79999924,10-20
314,PRWI 6,2007,Pileated Woodpecker,16.79999924,10-20
315,PRWI 6,2007,Ovenbird,16.79999924,10-20
316,PRWI 6,2007,Mourning Dove,16.79999924,10-20
317,PRWI 6,2007,Hooded Warbler,16.79999924,10-20
318,PRWI 6,2007,American Crow,16.79999924,10-20
319,PRWI 6,2007,Great Crested Flycatcher,16.79999924,10-20
320,PRWI 6,2007,Ovenbird,16.79999924,10-20
321,PRWI 6,2007,Acadian Flycatcher,16.20000076,10-20
322,PRWI 6,2007,Ovenbird,16.20000076,10-20
323,PRWI 6,2007,Red-eyed Vireo,16.20000076,10-20
324,PRWI 6,2007,Yellow-billed Cuckoo,16.20000076,10-20
325,PRWI 6,2007,Eastern Tufted Titmouse,16.20000076,10-20
326,PRWI 6,2007,Scarlet Tanager,16.20000076,10-20
327,PRWI 6,2007,Red-eyed Vireo,16.20000076,10-20
328,PRWI 6,2007,Ovenbird,16.20000076,10-20
329,PRWI 6,2007,Eastern Wood-Pewee,16.20000076,10-20
330,PRWI 6,2007,Brown-headed Cowbird,16.20000076,10-20
331,PRWI 4,2007,Hooded Warbler,17.79999924,10-20
332,PRWI 4,2007,Mourning Dove,17.79999924,10-20
333,PRWI 4,2007,Black-and-white Warbler,17.79999924,10-20
334,PRWI 4,2007,Red-eyed Vireo,17.79999924,10-20
335,PRWI 4,2007,Northern Flicker,17.79999924,10-20
336,PRWI 4,2007,Ovenbird,17.79999924,10-20
337,PRWI 4,2007,Scarlet Tanager,17.79999924,10-20
338,PRWI 4,2007,Worm-eating Warbler,17.79999924,10-20
339,PRWI 4,2007,Black-and-white Warbler,17.79999924,10-20
340,PRWI 4,2007,Red-eyed Vireo,17.79999924,10-20
341,PRWI 4,2007,Mourning Dove,17.79999924,10-20
342,PRWI 4,2007,Blue-gray Gnatcatcher,23.20000076,20-30
343,PRWI 4,2007,Carolina Wren,23.20000076,20-30
344,PRWI 4,2007,Cedar Waxwing,23.20000076,20-30
345,PRWI 4,2007,Great Crested Flycatcher,23.20000076,20-30
346,PRWI 4,2007,Hooded Warbler,23.20000076,20-30
347,PRWI 4,2007,American Crow,23.20000076,20-30
348,PRWI 4,2007,White-eyed Vireo,23.20000076,20-30
349,PRWI 6,2007,Red-bellied Woodpecker,23.79999924,20-30
350,PRWI 6,2007,Brown-headed Cowbird,23.79999924,20-30
351,PRWI 6,2007,Carolina Wren,23.79999924,20-30
352,PRWI 6,2007,Eastern Tufted Titmouse,23.79999924,20-30
353,PRWI 6,2007,Great Crested Flycatcher,23.79999924,20-30
354,PRWI 6,2007,Ovenbird,23.79999924,20-30
355,PRWI 6,2007,Red-eyed Vireo,23.79999924,20-30
356,PRWI 6,2007,Indigo Bunting,23.79999924,20-30
357,PRWI 6,2007,Indigo Bunting,16.5,10-20
358,PRWI 6,2007,Great Crested Flycatcher,16.5,10-20
359,PRWI 6,2007,White-breasted Nuthatch,16.5,10-20
360,PRWI 6,2007,Northern Flicker,16.5,10-20
361,PRWI 6,2007,Yellow-throated Vireo,16.5,10-20
362,PRWI 6,2007,Mourning Dove,16.5,10-20
363,PRWI 6,2007,Wild Turkey,16.5,10-20
364,PRWI 6,2007,Hooded Warbler,16.5,10-20
365,PRWI 6,2007,American Crow,16.5,10-20
366,PRWI 6,2007,Blue-gray Gnatcatcher,16.5,10-20
367,PRWI 6,2007,Carolina Chickadee,16.5,10-20
368,PRWI 6,2007,Chipping Sparrow,16.5,10-20
369,PRWI 6,2007,Common Grackle,16.5,10-20
370,PRWI 6,2007,Eastern Wood-Pewee,16.5,10-20
371,PRWI 6,2007,Eastern Wood-Pewee,16.5,10-20
372,PRWI 6,2007,Mourning Dove,16.5,10-20
373,PRWI 7,2007,Ovenbird,16.10000038,10-20
374,PRWI 7,2007,Eastern Tufted Titmouse,16.10000038,10-20
375,PRWI 7,2007,Worm-eating Warbler,16.10000038,10-20
376,PRWI 7,2007,Ovenbird,16.10000038,10-20
377,PRWI 7,2007,Pileated Woodpecker,16.10000038,10-20
378,PRWI 7,2007,Yellow-throated Vireo,16.10000038,10-20
379,PRWI 7,2007,Wood Thrush,16.10000038,10-20
380,PRWI 7,2007,Northern Cardinal,16.10000038,10-20
381,PRWI 7,2007,Red-eyed Vireo,16.10000038,10-20
382,PRWI 7,2007,Red-eyed Vireo,16.10000038,10-20
383,PRWI 7,2007,American Crow,16.10000038,10-20
384,PRWI 7,2007,American Goldfinch,16.10000038,10-20
385,PRWI 7,2007,American Robin,16.10000038,10-20
386,PRWI 7,2007,Brown-headed Cowbird,16.10000038,10-20
387,PRWI 7,2007,Mourning Dove,16.10000038,10-20
388,PRWI 7,2007,Eastern Tufted Titmouse,16.10000038,10-20
389,PRWI 7,2007,Carolina Chickadee,16.10000038,10-20
390,PRWI 5,2007,Scarlet Tanager,19.89999962,10-20
391,PRWI 5,2007,Blue-gray Gnatcatcher,19.89999962,10-20
392,PRWI 5,2007,Eastern Wood-Pewee,19.89999962,10-20
393,PRWI 5,2007,Eastern Wood-Pewee,19.89999962,10-20
394,PRWI 5,2007,Red-eyed Vireo,19.89999962,10-20
395,PRWI 5,2007,Wood Thrush,19.89999962,10-20
396,PRWI 5,2007,Ovenbird,19.89999962,10-20
397,PRWI 5,2007,Wood Thrush,19.89999962,10-20
398,PRWI 7,2007,Wood Thrush,20.79999924,20-30
399,PRWI 7,2007,Acadian Flycatcher,20.79999924,20-30
400,PRWI 7,2007,Eastern Wood-Pewee,20.79999924,20-30
401,PRWI 7,2007,Least Flycatcher,20.79999924,20-30
402,PRWI 7,2007,Northern Cardinal,20.79999924,20-30
403,PRWI 7,2007,Ovenbird,20.79999924,20-30
404,PRWI 7,2007,Red-bellied Woodpecker,20.79999924,20-30
405,PRWI 7,2007,Red-eyed Vireo,20.79999924,20-30
406,PRWI 7,2007,Red-eyed Vireo,20.79999924,20-30
407,PRWI 8,2007,Red-eyed Vireo,17.79999924,10-20
408,PRWI 8,2007,Scarlet Tanager,17.79999924,10-20
409,PRWI 8,2007,Acadian Flycatcher,17.79999924,10-20
410,PRWI 8,2007,American Crow,17.79999924,10-20
411,PRWI 8,2007,Eastern Wood-Pewee,17.79999924,10-20
412,PRWI 8,2007,Eastern Tufted Titmouse,17.79999924,10-20
413,PRWI 8,2007,Wood Thrush,17.79999924,10-20
414,PRWI 8,2007,Eastern Tufted Titmouse,17.79999924,10-20
415,PRWI 8,2007,Mourning Dove,17.79999924,10-20
416,PRWI 8,2007,Ovenbird,17.79999924,10-20
417,PRWI 8,2007,Wood Thrush,17.79999924,10-20
418,PRWI 8,2007,Red-bellied Woodpecker,17.79999924,10-20
419,PRWI 7,2007,Blue Jay,16.70000076,10-20
420,PRWI 7,2007,Acadian Flycatcher,16.70000076,10-20
421,PRWI 7,2007,Ovenbird,16.70000076,10-20
422,PRWI 7,2007,Ovenbird,16.70000076,10-20
423,PRWI 7,2007,Pine Warbler,16.70000076,10-20
424,PRWI 7,2007,Acadian Flycatcher,16.70000076,10-20
425,PRWI 7,2007,Red-eyed Vireo,16.70000076,10-20
426,PRWI 7,2007,Scarlet Tanager,16.70000076,10-20
427,PRWI 7,2007,Eastern Tufted Titmouse,16.70000076,10-20
428,PRWI 7,2007,Broad-winged Hawk,16.70000076,10-20
429,PRWI 7,2007,Red-eyed Vireo,16.70000076,10-20
430,PRWI 7,2007,Eastern Tufted Titmouse,16.70000076,10-20
431,PRWI 7,2007,Great Crested Flycatcher,22.89999962,20-30
432,PRWI 7,2007,Acadian Flycatcher,22.89999962,20-30
433,PRWI 7,2007,Eastern Tufted Titmouse,22.89999962,20-30
434,PRWI 7,2007,Northern Flicker,22.89999962,20-30
