,Site,Year,Species,Temperature,Temp_Range
21100,PRWI 16,2014,Downy Woodpecker,22.60000038,20-30
21101,PRWI 17,2014,Acadian Flycatcher,23.60000038,20-30
21102,PRWI 17,2014,American Robin,23.60000038,20-30
21103,PRWI 17,2014,Blue-gray Gnatcatcher,23.60000038,20-30
21104,PRWI 17,2014,Carolina Chickadee,23.60000038,20-30
21105,PRWI 17,2014,Carolina Chickadee,23.60000038,20-30
21106,PRWI 17,2014,Carolina Wren,23.60000038,20-30
21107,PRWI 17,2014,Ovenbird,23.60000038,20-30
21108,PRWI 17,2014,Red-eyed Vireo,23.60000038,20-30
21109,PRWI 17,2014,Red-eyed Vireo,23.60000038,20-30
21110,PRWI 17,2014,Red-bellied Woodpecker,23.60000038,20-30
21111,PRWI 17,2014,Scarlet Tanager,23.60000038,20-30
21112,PRWI 17,2014,Eastern Tufted Titmouse,23.60000038,20-30
21113,PRWI 5,2014,Red-eyed Vireo,22.29999924,20-30
21114,PRWI 5,2014,Yellow-billed Cuckoo,22.29999924,20-30
21115,PRWI 5,2014,Unidentified Chickadee,22.29999924,20-30
21116,PRWI 5,2014,Red-eyed Vireo,22.29999924,20-30
21117,PRWI 5,2014,Ovenbird,22.29999924,20-30
21118,PRWI 5,2014,Northern Cardinal,22.29999924,20-30
21119,PRWI 5,2014,Eastern Tufted Titmouse,22.29999924,20-30
21120,PRWI 5,2014,Eastern Wood-Pewee,22.29999924,20-30
21121,PRWI 5,2014,Blue-gray Gnatcatcher,22.29999924,20-30
21122,PRWI 5,2014,American Crow,22.29999924,20-30
21123,PRWI 5,2014,Acadian Flycatcher,22.29999924,20-30
21124,PRWI 5,2014,Acadian Flycatcher,22.29999924,20-30
21125,PRWI 5,2014,Brown-headed Cowbird,22.29999924,20-30
21126,PRWI 5,2014,Wood Thrush,22.29999924,20-30
21127,PRWI 5,2014,Chipping Sparrow,22.0,20-30
21128,PRWI 5,2014,Wood Thrush,22.0,20-30
21129,PRWI 5,2014,Blue Jay,22.0,20-30
21130,PRWI 5,2014,House Finch,22.0,20-30
21131,PRWI 5,2014,Ovenbird,22.0,20-30
21132,PRWI 5,2014,Red-eyed Vireo,22.0,20-30
21133,PRWI 5,2014,Red-eyed Vireo,22.0,20-30
21134,PRWI 5,2014,Unidentified Chickadee,22.0,20-30
21135,PRWI 5,2014,Unidentified Woodpecker,22.0,20-30
21136,PRWI 5,2014,American Robin,22.0,20-30
21137,PRWI 16,2014,Blue-gray Gnatcatcher,23.20000076,20-30
21138,PRWI 16,2014,Ovenbird,23.20000076,20-30
21139,PRWI 16,2014,American Robin,23.20000076,20-30
21140,PRWI 16,2014,Blue Jay,23.20000076,20-30
21141,PRWI 16,2014,Carolina Chickadee,23.20000076,20-30
21142,PRWI 16,2014,Pileated Woodpecker,23.20000076,20-30
21143,PRWI 16,2014,Red-eyed Vireo,23.20000076,20-30
21144,PRWI 16,2014,Wood Thrush,23.20000076,20-30
21145,PRWI 16,2014,Wood Thrush,23.20000076,20-30
21146,PRWI 16,2014,Wood Thrush,23.20000076,20-30
21147,PRWI 16,2014,Downy Woodpecker,23.20000076,20-30
21148,PRWI 16,2014,Red-bellied Woodpecker,23.20000076,20-30
21149,PRWI 11,2014,White-breasted Nuthatch,22.60000038,20-30
21150,PRWI 11,2014,Red-eyed Vireo,22.60000038,20-30
21151,PRWI 11,2014,Northern Parula,22.60000038,20-30
21152,PRWI 11,2014,Louisiana Waterthrush,22.60000038,20-30
21153,PRWI 11,2014,Eastern Tufted Titmouse,22.60000038,20-30
21154,PRWI 11,2014,Eastern Wood-Pewee,22.60000038,20-30
21155,PRWI 11,2014,Brown-headed Cowbird,22.60000038,20-30
21156,PRWI 11,2014,Acadian Flycatcher,22.60000038,20-30
21157,PRWI 11,2014,Acadian Flycatcher,22.60000038,20-30
21158,PRWI 11,2014,Wood Thrush,22.60000038,20-30
21159,PRWI 5,2014,Wood Thrush,21.79999924,20-30
21160,PRWI 5,2014,Wood Thrush,21.79999924,20-30
21161,PRWI 5,2014,Red-eyed Vireo,21.79999924,20-30
21162,PRWI 5,2014,Northern Cardinal,21.79999924,20-30
21163,PRWI 5,2014,Eastern Wood-Pewee,21.79999924,20-30
21164,PRWI 5,2014,Blue Jay,21.79999924,20-30
21165,PRWI 5,2014,American Goldfinch,21.79999924,20-30
21166,PRWI 5,2014,American Crow,21.79999924,20-30
21167,PRWI 5,2014,Acadian Flycatcher,21.79999924,20-30
21168,PRWI 5,2014,Wood Thrush,21.79999924,20-30
21169,PRWI 5,2014,Red-eyed Vireo,21.79999924,20-30
21170,PRWI 5,2014,Scarlet Tanager,21.79999924,20-30
21171,PRWI 17,2014,Downy Woodpecker,21.60000038,20-30
21172,PRWI 17,2014,Eastern Wood-Pewee,21.60000038,20-30
21173,PRWI 17,2014,Ovenbird,21.60000038,20-30
21174,PRWI 17,2014,Ovenbird,21.60000038,20-30
21175,PRWI 17,2014,Red-eyed Vireo,21.60000038,20-30
21176,PRWI 17,2014,Red-eyed Vireo,21.60000038,20-30
21177,PRWI 17,2014,Wood Thrush,21.60000038,20-30
21178,PRWI 17,2014,Carolina Wren,21.60000038,20-30
21179,PRWI 3,2014,Unidentified Bird,23.5,20-30
21180,PRWI 3,2014,Wood Thrush,23.5,20-30
21181,PRWI 3,2014,American Robin,23.5,20-30
21182,PRWI 3,2014,Eastern Wood-Pewee,23.5,20-30
21183,PRWI 3,2014,Red-bellied Woodpecker,23.5,20-30
21184,PRWI 3,2014,Red-eyed Vireo,23.5,20-30
21185,PRWI 3,2014,Red-eyed Vireo,23.5,20-30
21186,PRWI 3,2014,Red-eyed Vireo,23.5,20-30
21187,PRWI 3,2014,Scarlet Tanager,23.5,20-30
21188,PRWI 3,2014,Acadian Flycatcher,23.5,20-30
21189,PRWI 3,2014,Red-eyed Vireo,23.5,20-30
21190,PRWI 10,2014,Scarlet Tanager,24.5,20-30
21191,PRWI 10,2014,White-breasted Nuthatch,24.5,20-30
21192,PRWI 10,2014,Scarlet Tanager,24.5,20-30
21193,PRWI 10,2014,Red-eyed Vireo,24.5,20-30
21194,PRWI 10,2014,Eastern Tufted Titmouse,24.5,20-30
21195,PRWI 10,2014,Carolina Chickadee,24.5,20-30
21196,PRWI 10,2014,Blue-gray Gnatcatcher,24.5,20-30
21197,PRWI 10,2014,Acadian Flycatcher,24.5,20-30
21198,PRWI 10,2014,Eastern Wood-Pewee,24.5,20-30
21199,PRWI 17,2014,Northern Flicker,23.5,20-30
21200,PRWI 17,2014,Wood Thrush,23.5,20-30
21201,PRWI 17,2014,Wood Thrush,23.5,20-30
21202,PRWI 17,2014,Scarlet Tanager,23.5,20-30
21203,PRWI 17,2014,Scarlet Tanager,23.5,20-30
21204,PRWI 17,2014,Red-eyed Vireo,23.5,20-30
21205,PRWI 17,2014,Red-eyed Vireo,23.5,20-30
21206,PRWI 17,2014,Ovenbird,23.5,20-30
21207,PRWI 17,2014,Blue-gray Gnatcatcher,23.5,20-30
21208,PRWI 17,2014,Ovenbird,23.5,20-30
21209,PRWI 3,2014,Red-eyed Vireo,24.79999924,20-30
21210,PRWI 3,2014,American Crow,24.79999924,20-30
21211,PRWI 3,2014,American Robin,24.79999924,20-30
21212,PRWI 3,2014,Blue Jay,24.79999924,20-30
21213,PRWI 3,2014,Red-bellied Woodpecker,24.79999924,20-30
21214,PRWI 3,2014,Acadian Flycatcher,24.79999924,20-30
21215,PRWI 3,2014,Wood Thrush,24.79999924,20-30
21216,PRWI 3,2014,Pine Warbler,24.79999924,20-30
21217,PRWI 16,2014,Red-eyed Vireo,22.39999962,20-30
21218,PRWI 16,2014,Eastern Wood-Pewee,22.39999962,20-30
21219,PRWI 16,2014,Wood Thrush,22.39999962,20-30
21220,PRWI 16,2014,Wood Thrush,22.39999962,20-30
21221,PRWI 16,2014,Red-eyed Vireo,22.39999962,20-30
21222,PRWI 16,2014,Red-bellied Woodpecker,22.39999962,20-30
21223,PRWI 16,2014,Ovenbird,22.39999962,20-30
21224,PRWI 16,2014,Mourning Dove,22.39999962,20-30
21225,PRWI 16,2014,Yellow-throated Vireo,22.39999962,20-30
21226,PRWI 16,2014,Carolina Chickadee,22.39999962,20-30
21227,PRWI 16,2014,Blue-gray Gnatcatcher,22.39999962,20-30
21228,PRWI 16,2014,Ovenbird,22.39999962,20-30
21229,PRWI 3,2014,White-breasted Nuthatch,24.20000076,20-30
21230,PRWI 3,2014,Acadian Flycatcher,24.20000076,20-30
21231,PRWI 3,2014,Acadian Flycatcher,24.20000076,20-30
21232,PRWI 3,2014,American Goldfinch,24.20000076,20-30
21233,PRWI 3,2014,Red-eyed Vireo,24.20000076,20-30
21234,PRWI 3,2014,Eastern Tufted Titmouse,24.20000076,20-30
21235,PRWI 3,2014,Eastern Wood-Pewee,24.20000076,20-30
21236,PRWI 3,2014,American Robin,24.20000076,20-30
21237,PRWI 3,2014,American Robin,24.20000076,20-30
21238,PRWI 3,2014,American Goldfinch,24.20000076,20-30
21239,PRWI 3,2014,Unidentified Chickadee,24.20000076,20-30
21240,PRWI 3,2014,Red-eyed Vireo,24.20000076,20-30
21241,PRWI 7,2014,Wood Thrush,21.29999924,20-30
21242,PRWI 7,2014,Blue Jay,21.29999924,20-30
21243,PRWI 7,2014,Eastern Wood-Pewee,21.29999924,20-30
21244,PRWI 7,2014,Red-eyed Vireo,21.29999924,20-30
21245,PRWI 7,2014,Red-eyed Vireo,21.29999924,20-30
21246,PRWI 7,2014,Red-eyed Vireo,21.29999924,20-30
21247,PRWI 7,2014,Northern Cardinal,21.29999924,20-30
21248,PRWI 7,2014,American Crow,21.29999924,20-30
21249,PRWI 7,2014,Blue-gray Gnatcatcher,21.29999924,20-30
21250,PRWI 7,2014,Great Crested Flycatcher,21.29999924,20-30
21251,PRWI 7,2014,Eastern Tufted Titmouse,21.29999924,20-30
21252,PRWI 6,2014,Red-bellied Woodpecker,21.10000038,20-30
21253,PRWI 6,2014,Eastern Wood-Pewee,21.10000038,20-30
21254,PRWI 6,2014,Eastern Tufted Titmouse,21.10000038,20-30
21255,PRWI 6,2014,Northern Parula,21.10000038,20-30
21256,PRWI 6,2014,Northern Parula,21.10000038,20-30
21257,PRWI 6,2014,Eastern Wood-Pewee,21.10000038,20-30
21258,PRWI 6,2014,Red-eyed Vireo,21.10000038,20-30
21259,PRWI 6,2014,Red-eyed Vireo,21.10000038,20-30
21260,PRWI 6,2014,Scarlet Tanager,21.10000038,20-30
21261,PRWI 6,2014,Yellow-throated Vireo,21.10000038,20-30
21262,PRWI 6,2014,Blue-gray Gnatcatcher,21.10000038,20-30
21263,PRWI 6,2014,Acadian Flycatcher,21.10000038,20-30
21264,PRWI 6,2014,American Crow,21.10000038,20-30
21265,PRWI 6,2014,Blue-gray Gnatcatcher,20.10000038,20-30
21266,PRWI 6,2014,Wood Thrush,20.10000038,20-30
21267,PRWI 6,2014,Mourning Dove,20.10000038,20-30
21268,PRWI 6,2014,Red-eyed Vireo,20.10000038,20-30
21269,PRWI 6,2014,Eastern Wood-Pewee,20.10000038,20-30
21270,PRWI 6,2014,Yellow-billed Cuckoo,20.10000038,20-30
21271,PRWI 6,2014,Wood Thrush,20.10000038,20-30
21272,PRWI 6,2014,Chipping Sparrow,20.10000038,20-30
21273,PRWI 6,2014,American Crow,20.10000038,20-30
21274,PRWI 6,2014,Acadian Flycatcher,20.10000038,20-30
21275,PRWI 6,2014,Acadian Flycatcher,20.10000038,20-30
21276,PRWI 6,2014,Ovenbird,20.10000038,20-30
21277,PRWI 6,2014,Red-bellied Woodpecker,20.10000038,20-30
21278,PRWI 6,2014,Eastern Wood-Pewee,20.10000038,20-30
21279,PRWI 7,2014,Scarlet Tanager,20.5,20-30
21280,PRWI 7,2014,Brown-headed Cowbird,20.5,20-30
21281,PRWI 7,2014,Wood Thrush,20.5,20-30
21282,PRWI 7,2014,Wood Thrush,20.5,20-30
21283,PRWI 7,2014,Acadian Flycatcher,20.5,20-30
21284,PRWI 7,2014,Red-eyed Vireo,20.5,20-30
21285,PRWI 7,2014,Common Grackle,20.5,20-30
21286,PRWI 7,2014,Acadian Flycatcher,20.5,20-30
21287,PRWI 7,2014,Blue-gray Gnatcatcher,20.5,20-30
21288,PRWI 7,2014,Carolina Wren,20.5,20-30
21289,PRWI 7,2014,Eastern Wood-Pewee,20.5,20-30
21290,PRWI 7,2014,Northern Parula,20.5,20-30
21291,PRWI 7,2014,Red-bellied Woodpecker,20.5,20-30
21292,PRWI 7,2014,Red-eyed Vireo,20.5,20-30
21293,PRWI 8,2014,Brown-headed Cowbird,19.89999962,10-20
21294,PRWI 8,2014,Acadian Flycatcher,19.89999962,10-20
21295,PRWI 8,2014,Acadian Flycatcher,19.89999962,10-20
21296,PRWI 8,2014,Wood Thrush,19.89999962,10-20
21297,PRWI 8,2014,Yellow-billed Cuckoo,19.89999962,10-20
21298,PRWI 8,2014,Scarlet Tanager,19.89999962,10-20
21299,PRWI 8,2014,Eastern Tufted Titmouse,19.89999962,10-20
21300,PRWI 8,2014,Acadian Flycatcher,19.89999962,10-20
21301,PRWI 8,2014,Scarlet Tanager,19.89999962,10-20
21302,PRWI 8,2014,Red-eyed Vireo,19.89999962,10-20
21303,PRWI 8,2014,Louisiana Waterthrush,19.89999962,10-20
21304,PRWI 8,2014,Ovenbird,19.89999962,10-20
21305,PRWI 8,2014,Red-eyed Vireo,19.89999962,10-20
21306,PRWI 10,2014,Red-eyed Vireo,20.20000076,20-30
21307,PRWI 10,2014,American Crow,20.20000076,20-30
21308,PRWI 10,2014,American Crow,20.20000076,20-30
21309,PRWI 10,2014,Acadian Flycatcher,20.20000076,20-30
21310,PRWI 10,2014,Unidentified Woodpecker,20.20000076,20-30
21311,PRWI 10,2014,Red-eyed Vireo,20.20000076,20-30
21312,PRWI 10,2014,Ovenbird,20.20000076,20-30
21313,PRWI 10,2014,Ovenbird,20.20000076,20-30
21314,PRWI 10,2014,Mourning Dove,20.20000076,20-30
21315,PRWI 10,2014,Eastern Tufted Titmouse,20.20000076,20-30
21316,PRWI 10,2014,Eastern Wood-Pewee,20.20000076,20-30
21317,PRWI 10,2014,Downy Woodpecker,20.20000076,20-30
21318,PRWI 10,2014,Carolina Chickadee,20.20000076,20-30
21319,PRWI 10,2014,Carolina Chickadee,20.20000076,20-30
21320,PRWI 10,2014,Blue-gray Gnatcatcher,20.20000076,20-30
21321,PRWI 10,2014,American Robin,20.20000076,20-30
21322,PRWI 10,2014,Acadian Flycatcher,20.20000076,20-30
21323,PRWI 9,2014,American Crow,20.39999962,20-30
21324,PRWI 9,2014,Red-eyed Vireo,20.39999962,20-30
21325,PRWI 9,2014,Unidentified Woodpecker,20.39999962,20-30
21326,PRWI 9,2014,Red-eyed Vireo,20.39999962,20-30
21327,PRWI 9,2014,Red-bellied Woodpecker,20.39999962,20-30
21328,PRWI 9,2014,Ovenbird,20.39999962,20-30
21329,PRWI 9,2014,Ovenbird,20.39999962,20-30
21330,PRWI 9,2014,Eastern Wood-Pewee,20.39999962,20-30
21331,PRWI 9,2014,Scarlet Tanager,20.39999962,20-30
21332,PRWI 9,2014,Worm-eating Warbler,20.39999962,20-30
21333,PRWI 9,2014,Wood Thrush,20.39999962,20-30
21334,PRWI 9,2014,Yellow-billed Cuckoo,20.39999962,20-30
21335,PRWI 9,2014,White-breasted Nuthatch,20.39999962,20-30
21336,PRWI 9,2014,Wood Thrush,20.39999962,20-30
21337,PRWI 7,2014,Blue-gray Gnatcatcher,23.89999962,20-30
21338,PRWI 7,2014,Red-bellied Woodpecker,23.89999962,20-30
21339,PRWI 7,2014,Acadian Flycatcher,23.89999962,20-30
21340,PRWI 7,2014,Downy Woodpecker,23.89999962,20-30
21341,PRWI 7,2014,Ovenbird,23.89999962,20-30
21342,PRWI 7,2014,Red-eyed Vireo,23.89999962,20-30
21343,PRWI 7,2014,Red-eyed Vireo,23.89999962,20-30
21344,PRWI 7,2014,Eastern Tufted Titmouse,23.89999962,20-30
21345,PRWI 9,2014,Acadian Flycatcher,20.79999924,20-30
21346,PRWI 9,2014,Hairy Woodpecker,20.79999924,20-30
21347,PRWI 9,2014,Red-eyed Vireo,20.79999924,20-30
21348,PRWI 9,2014,Mourning Dove,20.79999924,20-30
21349,PRWI 9,2014,Hairy Woodpecker,20.79999924,20-30
21350,PRWI 9,2014,Eastern Wood-Pewee,20.79999924,20-30
21351,PRWI 9,2014,Carolina Chickadee,20.79999924,20-30
21352,PRWI 9,2014,White-breasted Nuthatch,20.79999924,20-30
21353,PRWI 9,2014,Northern Parula,20.79999924,20-30
21354,PRWI 9,2014,Ovenbird,20.79999924,20-30
21355,PRWI 9,2014,American Crow,20.79999924,20-30
21356,PRWI 9,2014,Red-bellied Woodpecker,20.79999924,20-30
21357,PRWI 9,2014,Red-eyed Vireo,20.79999924,20-30
21358,PRWI 9,2014,Wood Thrush,20.79999924,20-30
21359,PRWI 9,2014,Wood Thrush,20.79999924,20-30
21360,PRWI 9,2014,Wood Thrush,20.79999924,20-30
21361,PRWI 9,2014,Yellow-billed Cuckoo,20.79999924,20-30
21362,PRWI 9,2014,Red-eyed Vireo,20.79999924,20-30
21363,PRWI 6,2014,Blue-gray Gnatcatcher,21.20000076,20-30
21364,PRWI 6,2014,Carolina Chickadee,21.20000076,20-30
21365,PRWI 6,2014,Eastern Tufted Titmouse,21.20000076,20-30
21366,PRWI 6,2014,Eastern Tufted Titmouse,21.20000076,20-30
21367,PRWI 6,2014,Downy Woodpecker,21.20000076,20-30
21368,PRWI 6,2014,Red-eyed Vireo,21.20000076,20-30
21369,PRWI 6,2014,Carolina Chickadee,21.20000076,20-30
21370,PRWI 6,2014,Hooded Warbler,21.20000076,20-30
21371,PRWI 6,2014,Yellow-throated Vireo,21.20000076,20-30
21372,PRWI 6,2014,Scarlet Tanager,21.20000076,20-30
21373,PRWI 6,2014,Carolina Chickadee,21.20000076,20-30
21374,PRWI 6,2014,Northern Flicker,21.20000076,20-30
21375,PRWI 6,2014,Red-bellied Woodpecker,21.20000076,20-30
21376,PRWI 6,2014,Red-bellied Woodpecker,21.20000076,20-30
21377,PRWI 6,2014,Red-eyed Vireo,21.20000076,20-30
21378,PRWI 6,2014,Scarlet Tanager,21.20000076,20-30
21379,PRWI 6,2014,Eastern Tufted Titmouse,21.70000076,20-30
21380,PRWI 6,2014,Hooded Warbler,21.70000076,20-30
21381,PRWI 6,2014,Ovenbird,21.70000076,20-30
21382,PRWI 6,2014,Eastern Tufted Titmouse,21.70000076,20-30
21383,PRWI 6,2014,Northern Flicker,21.70000076,20-30
21384,PRWI 6,2014,Blue-gray Gnatcatcher,21.70000076,20-30
21385,PRWI 6,2014,Ovenbird,21.70000076,20-30
21386,PRWI 6,2014,Red-bellied Woodpecker,21.70000076,20-30
21387,PRWI 6,2014,Red-eyed Vireo,21.70000076,20-30
21388,PRWI 6,2014,Yellow-throated Vireo,21.70000076,20-30
21389,PRWI 6,2014,Louisiana Waterthrush,21.70000076,20-30
21390,PRWI 6,2014,Carolina Chickadee,21.70000076,20-30
21391,PRWI 6,2014,Blue Jay,21.70000076,20-30
21392,PRWI 6,2014,Downy Woodpecker,21.70000076,20-30
21393,PRWI 6,2014,Carolina Chickadee,21.70000076,20-30
21394,PRWI 6,2014,Acadian Flycatcher,21.70000076,20-30
21395,PRWI 14,2014,Ovenbird,23.20000076,20-30
21396,PRWI 14,2014,Northern Cardinal,23.20000076,20-30
21397,PRWI 14,2014,Red-eyed Vireo,23.20000076,20-30
21398,PRWI 14,2014,Eastern Wood-Pewee,23.20000076,20-30
21399,PRWI 14,2014,Blue Jay,23.20000076,20-30
21400,PRWI 14,2014,Blue-gray Gnatcatcher,23.20000076,20-30
21401,PRWI 14,2014,American Crow,23.20000076,20-30
21402,PRWI 14,2014,Eastern Tufted Titmouse,23.20000076,20-30
21403,PRWI 14,2014,Acadian Flycatcher,23.20000076,20-30
21404,PRWI 14,2014,Worm-eating Warbler,23.20000076,20-30
21405,PRWI 10,2014,Eastern Tufted Titmouse,20.60000038,20-30
21406,PRWI 10,2014,Eastern Wood-Pewee,20.60000038,20-30
21407,PRWI 10,2014,Eastern Tufted Titmouse,20.60000038,20-30
21408,PRWI 10,2014,Eastern Tufted Titmouse,20.60000038,20-30
21409,PRWI 10,2014,Eastern Tufted Titmouse,20.60000038,20-30
21410,PRWI 10,2014,Hooded Warbler,20.60000038,20-30
21411,PRWI 10,2014,Red-eyed Vireo,20.60000038,20-30
21412,PRWI 10,2014,Yellow-throated Vireo,20.60000038,20-30
21413,PRWI 10,2014,Unidentified Woodpecker,20.60000038,20-30
21414,PRWI 10,2014,Ovenbird,20.60000038,20-30
21415,PRWI 10,2014,Unidentified Woodpecker,20.60000038,20-30
21416,PRWI 10,2014,Acadian Flycatcher,20.60000038,20-30
21417,PRWI 10,2014,Acadian Flycatcher,20.60000038,20-30
21418,PRWI 10,2014,American Crow,20.60000038,20-30
21419,PRWI 10,2014,Blue-gray Gnatcatcher,20.60000038,20-30
21420,PRWI 10,2014,American Crow,19.60000038,10-20
21421,PRWI 10,2014,Blue-gray Gnatcatcher,19.60000038,10-20
21422,PRWI 10,2014,Chipping Sparrow,19.60000038,10-20
21423,PRWI 10,2014,Chipping Sparrow,19.60000038,10-20
21424,PRWI 10,2014,Chuck-will's-widow,19.60000038,10-20
21425,PRWI 10,2014,Eastern Wood-Pewee,19.60000038,10-20
21426,PRWI 10,2014,House Wren,19.60000038,10-20
21427,PRWI 10,2014,Northern Cardinal,19.60000038,10-20
21428,PRWI 10,2014,Northern Cardinal,19.60000038,10-20
21429,PRWI 10,2014,Northern Cardinal,19.60000038,10-20
21430,PRWI 10,2014,Red-eyed Vireo,19.60000038,10-20
21431,PRWI 10,2014,Red-eyed Vireo,19.60000038,10-20
21432,PRWI 10,2014,Eastern Wood-Pewee,19.60000038,10-20
21433,PRWI 7,2014,Acadian Flycatcher,21.39999962,20-30
21434,PRWI 7,2014,Acadian Flycatcher,21.39999962,20-30
21435,PRWI 7,2014,Carolina Chickadee,21.39999962,20-30
21436,PRWI 7,2014,Eastern Tufted Titmouse,21.39999962,20-30
21437,PRWI 7,2014,Blue-gray Gnatcatcher,21.39999962,20-30
21438,PRWI 7,2014,Scarlet Tanager,21.39999962,20-30
21439,PRWI 7,2014,Red-eyed Vireo,21.39999962,20-30
21440,PRWI 7,2014,Red-eyed Vireo,21.39999962,20-30
21441,PRWI 7,2014,Ovenbird,21.39999962,20-30
21442,PRWI 7,2014,Hooded Warbler,21.39999962,20-30
21443,PRWI 7,2014,White-breasted Nuthatch,21.39999962,20-30
21444,PRWI 7,2014,Scarlet Tanager,21.39999962,20-30
21445,PRWI 6,2014,Blue-gray Gnatcatcher,25.79999924,20-30
21446,PRWI 6,2014,Mourning Dove,25.79999924,20-30
21447,PRWI 6,2014,Acadian Flycatcher,25.79999924,20-30
21448,PRWI 6,2014,Acadian Flycatcher,25.79999924,20-30
21449,PRWI 6,2014,Red-bellied Woodpecker,25.79999924,20-30
21450,PRWI 6,2014,Northern Flicker,25.79999924,20-30
21451,PRWI 6,2014,Hooded Warbler,25.79999924,20-30
21452,PRWI 6,2014,Eastern Tufted Titmouse,25.79999924,20-30
21453,PRWI 6,2014,Eastern Wood-Pewee,25.79999924,20-30
21454,PRWI 6,2014,Eastern Wood-Pewee,25.79999924,20-30
21455,PRWI 6,2014,Downy Woodpecker,25.79999924,20-30
21456,PRWI 6,2014,Carolina Chickadee,25.79999924,20-30
21457,PRWI 6,2014,Ovenbird,25.79999924,20-30
21458,PRWI 9,2014,Pine Warbler,22.20000076,20-30
21459,PRWI 9,2014,Ovenbird,22.20000076,20-30
21460,PRWI 9,2014,Northern Cardinal,22.20000076,20-30
21461,PRWI 9,2014,Indigo Bunting,22.20000076,20-30
21462,PRWI 9,2014,Eastern Tufted Titmouse,22.20000076,20-30
21463,PRWI 9,2014,Blue Jay,22.20000076,20-30
21464,PRWI 9,2014,American Crow,22.20000076,20-30
21465,PRWI 9,2014,American Crow,22.20000076,20-30
21466,PRWI 9,2014,Red-eyed Vireo,22.20000076,20-30
21467,PRWI 9,2014,Wood Thrush,22.20000076,20-30
21468,PRWI 9,2014,Red-eyed Vireo,22.20000076,20-30
21469,PRWI 9,2014,Mourning Dove,22.20000076,20-30
21470,PRWI 14,2014,Acadian Flycatcher,22.10000038,20-30
21471,PRWI 14,2014,Northern Cardinal,22.10000038,20-30
21472,PRWI 14,2014,Hooded Warbler,22.10000038,20-30
21473,PRWI 14,2014,Eastern Tufted Titmouse,22.10000038,20-30
21474,PRWI 14,2014,Eastern Wood-Pewee,22.10000038,20-30
21475,PRWI 14,2014,Carolina Chickadee,22.10000038,20-30
21476,PRWI 14,2014,Northern Parula,22.10000038,20-30
21477,PRWI 14,2014,Blue Jay,22.10000038,20-30
21478,PRWI 14,2014,Blue Jay,22.10000038,20-30
21479,PRWI 14,2014,Ovenbird,22.10000038,20-30
21480,PRWI 14,2014,American Goldfinch,22.10000038,20-30
21481,PRWI 14,2014,Red-eyed Vireo,22.10000038,20-30
21482,PRWI 14,2014,Blue-gray Gnatcatcher,22.10000038,20-30
21483,PRWI 14,2014,Scarlet Tanager,22.10000038,20-30
21484,PRWI 14,2014,Red-bellied Woodpecker,22.10000038,20-30
21485,PRWI 7,2014,Red-eyed Vireo,24.29999924,20-30
21486,PRWI 7,2014,American Crow,24.29999924,20-30
21487,PRWI 7,2014,Eastern Wood-Pewee,24.29999924,20-30
21488,PRWI 7,2014,Red-eyed Vireo,24.29999924,20-30
21489,PRWI 7,2014,Scarlet Tanager,24.29999924,20-30
21490,PRWI 7,2014,Unidentified Woodpecker,24.29999924,20-30
21491,PRWI 7,2014,Wood Thrush,24.29999924,20-30
21492,PRWI 7,2014,Mourning Dove,24.29999924,20-30
21493,PRWI 8,2014,Red-eyed Vireo,22.39999962,20-30
21494,PRWI 8,2014,Red-eyed Vireo,22.39999962,20-30
21495,PRWI 8,2014,Blue Jay,22.39999962,20-30
21496,PRWI 8,2014,Red-eyed Vireo,22.39999962,20-30
21497,PRWI 8,2014,Eastern Wood-Pewee,22.39999962,20-30
21498,PRWI 8,2014,White-breasted Nuthatch,22.39999962,20-30
21499,PRWI 8,2014,Yellow-billed Cuckoo,22.39999962,20-30
21500,PRWI 8,2014,Red-bellied Woodpecker,22.39999962,20-30
21501,PRWI 8,2014,Eastern Tufted Titmouse,22.39999962,20-30
21502,PRWI 8,2014,Carolina Wren,22.39999962,20-30
21503,PRWI 8,2014,Ovenbird,22.39999962,20-30
21504,PRWI 8,2014,Brown-headed Cowbird,22.39999962,20-30
21505,PRWI 8,2014,American Crow,22.39999962,20-30
21506,PRWI 8,2014,Eastern Wood-Pewee,22.39999962,20-30
21507,PRWI 8,2014,Wood Thrush,21.0,20-30
21508,PRWI 8,2014,Northern Parula,21.0,20-30
21509,PRWI 8,2014,Ovenbird,21.0,20-30
21510,PRWI 8,2014,Ovenbird,21.0,20-30
21511,PRWI 8,2014,Red-eyed Vireo,21.0,20-30
21512,PRWI 8,2014,Scarlet Tanager,21.0,20-30
21513,PRWI 8,2014,Unidentified Woodpecker,21.0,20-30
21514,PRWI 8,2014,Louisiana Waterthrush,21.0,20-30
21515,PRWI 8,2014,Unidentified Chickadee,21.0,20-30
21516,PRWI 8,2014,Eastern Tufted Titmouse,21.0,20-30
21517,PRWI 8,2014,Eastern Tufted Titmouse,21.0,20-30
21518,PRWI 8,2014,Eastern Wood-Pewee,21.0,20-30
21519,PRWI 8,2014,Carolina Wren,21.0,20-30
21520,PRWI 8,2014,Blue-gray Gnatcatcher,21.0,20-30
21521,PRWI 8,2014,Acadian Flycatcher,21.0,20-30
21522,PRWI 8,2014,Louisiana Waterthrush,21.0,20-30
